czywiesz103;kto był pierwszym wykonawcą piosenki Have Yourself a Merry Little Christmas?;91/6b/77/29/c7/e1/06/4e/e2/6c/88/ef/df/9c/5c/17/wikiHave#Yourself#a#Merry#Little#Christmas/wikiHave#Yourself#a#Merry#Little#Christmas.xml;wikiHave#Yourself#a#Merry#Little#Christmas
czywiesz748;czy Maltańczycy w referendum zgodzili się na wprowadzenie rozwodów i w których krajach nie są one dopuszczone?;5c/62/a2/dc/6b/3d/3c/80/43/57/a6/72/d3/28/6d/1d/wikiReferendum#na#Malcie#w#2011#roku/wikiReferendum#na#Malcie#w#2011#roku.xml;wikiReferendum#na#Malcie#w#2011#roku
czywiesz1541;jaką techniką został namalowany obraz Bruegela Chrystus i cudzołożnica?;c4/ad/62/75/2b/bd/7a/ba/75/ba/d6/54/97/5b/d2/44/wikiChrystus#i#cudzo_322_o_380_nica/wikiChrystus#i#cudzo_322_o_380_nica.xml;wikiChrystus#i#cudzo_322_o_380_nica
czywiesz291;jak powstała Moskiewska Uczelnia Malarstwa, Rzeźby i Architektury?;66/9a/f0/1d/6b/c5/d7/fc/53/47/c1/f4/cf/84/fa/61/wikiMoskiewska#Uczelnia#Malarstwa_44_#Rze_378_by#i#Architektury/wikiMoskiewska#Uczelnia#Malarstwa_44_#Rze_378_by#i#Architektury.xml;wikiMoskiewska#Uczelnia#Malarstwa_44_#Rze_378_by#i#Architektury
czywiesz3770;w jaki sposób Latynoski obchodzą piętnaste urodziny?;70/5f/b8/68/d4/7f/d7/6f/1a/b5/c9/8d/fe/4d/a8/a7/wikiQuincea_241_era/wikiQuincea_241_era.xml;wikiQuincea_241_era
czywiesz1220;który spośród inkwizytorów Tuluzy sam został spalony jako heretyk?;3a/c8/08/b6/dc/45/f4/f4/91/7a/f6/3d/48/a9/a5/82/wikiLouis#de#Rochette/wikiLouis#de#Rochette.xml;wikiLouis#de#Rochette
czywiesz2994;gdzie znajduje się największa i najbardziej prestiżowa uczelnia publiczna Koreańskiej Republiki Ludowo-Demokratycznej?;ed/52/a1/f0/2b/46/5d/b8/1e/7a/28/5f/fc/da/bd/32/wikiUniwersytet#im_46_#Kim#Ir#Sena/wikiUniwersytet#im_46_#Kim#Ir#Sena.xml;wikiUniwersytet#im_46_#Kim#Ir#Sena
czywiesz1433;w kryształach jakich związków chemicznych występuje sześcian poczwórny?;c6/82/0d/8e/88/f5/b3/16/dc/65/af/69/ae/3f/4b/dc/wikiSze_347_cian#poczw_243_rny/wikiSze_347_cian#poczw_243_rny.xml;wikiSze_347_cian#poczw_243_rny
czywiesz2850;o czym informuje żołnierza amerykańskiego list Dear John?;ba/67/94/09/83/67/84/c1/51/fa/d2/07/06/df/9b/8c/wikiDear#John#letter/wikiDear#John#letter.xml;wikiDear#John#letter
czywiesz1767;gdzie żółw zamienia się w grzyba?;4b/f6/3d/0b/8b/ad/ce/7f/0c/55/5a/2f/7c/08/36/de/wikiKamie_324_#_379__243__322_w/wikiKamie_324_#_379__243__322_w.xml;wikiKamie_324_#_379__243__322_w
czywiesz3078;jak Lorenzo Lotto zinterpretował motyw zwiastowania Marii przez Archanioła Gabriela?;42/02/8d/c5/1d/bf/da/25/68/5f/0f/9d/f5/2e/ba/43/wikiZwiastowanie#_40_obraz#Lorenza#Lotta_41_/wikiZwiastowanie#_40_obraz#Lorenza#Lotta_41_.xml;wikiZwiastowanie#_40_obraz#Lorenza#Lotta_41_
czywiesz2559;gdzie wykształcają się formacje trawiaste?;5c/31/bc/e6/01/87/ed/b0/ba/bc/fa/8a/96/72/7e/bf/wikiFormacje#trawiaste/wikiFormacje#trawiaste.xml;wikiFormacje#trawiaste
czywiesz32;kto śpiewał przy otwarciu Auditorium Building?;42/e7/9d/15/fc/88/1d/eb/88/2e/81/fe/e0/51/a2/05/wikiAuditorium#Building/wikiAuditorium#Building.xml;wikiAuditorium#Building
czywiesz2253;czym jest Kompas Sztuki?;86/24/0e/3b/e2/c1/24/4c/0d/40/4b/1f/77/6b/a8/7b/wikiKompas#Sztuki/wikiKompas#Sztuki.xml;wikiKompas#Sztuki
czywiesz268;jakiej roślinie zagraża masowy wypoczynek na nadmorskich plażach?;5c/57/9c/a5/b4/1e/fd/a2/d5/8c/4f/5c/12/8a/8f/84/wikiHonkenia#piaskowa/wikiHonkenia#piaskowa.xml;wikiHonkenia#piaskowa
czywiesz3473;ilu mieszkańców Sycylii miał ucałować Salvatore Cuffaro?;5c/42/7a/3e/26/fb/fe/b0/36/36/82/7c/47/c7/c3/a8/wikiSalvatore#Cuffaro/wikiSalvatore#Cuffaro.xml;wikiSalvatore#Cuffaro
czywiesz58;jakie prawa przysługują pacjentowi?;9d/46/ab/c9/f1/e7/37/f0/b3/b1/14/35/5e/b2/30/0e/wikiPrawa#pacjenta/wikiPrawa#pacjenta.xml;wikiPrawa#pacjenta
czywiesz3966;w jaki sposób według Maxa Webera kapitalizm wiąże się z religią protestancką?;b1/af/8b/43/53/b2/72/78/3b/97/dd/b8/49/ce/1f/7f/wikiEtyka#protestancka#a#duch#kapitalizmu/wikiEtyka#protestancka#a#duch#kapitalizmu.xml;wikiEtyka#protestancka#a#duch#kapitalizmu
czywiesz3469;do powstania jakich instytucji przyczynił się pierwszy biskup Makau?;01/c6/37/52/d2/b9/3a/0f/5e/20/df/23/99/72/37/40/wikiBelchior#Carneiro#Leit_227_o/wikiBelchior#Carneiro#Leit_227_o.xml;wikiBelchior#Carneiro#Leit_227_o
czywiesz1223;w jakich okolicznościach Józef Maria Gros został męczennikiem?;26/ff/a4/b5/b9/7d/9e/c9/1b/e2/c8/f7/6e/a5/e3/9c/wikiJ_243_zef#Maria#Gros/wikiJ_243_zef#Maria#Gros.xml;wikiJ_243_zef#Maria#Gros
czywiesz4367;co jest przeciwieństwem typu dzikiego?;a5/af/40/e9/a5/f5/ca/2b/27/01/93/cd/7c/f1/98/7c/wikiTyp#dziki/wikiTyp#dziki.xml;wikiTyp#dziki
czywiesz3840;jakimi objawami charakteryzuje się zaburzenia afektywne dwubiegunowe?;00/57/b1/bc/ab/02/df/48/66/d2/f8/88/ac/2f/27/ce/wikiZaburzenia#afektywne#dwubiegunowe/wikiZaburzenia#afektywne#dwubiegunowe.xml;wikiZaburzenia#afektywne#dwubiegunowe
czywiesz933;w jaki sposób rozdziela się izotopy?;87/69/62/db/93/a3/4d/2b/3c/5a/fb/9a/26/c3/73/7e/wikiRozdzielanie#izotop_243_w/wikiRozdzielanie#izotop_243_w.xml;wikiRozdzielanie#izotop_243_w
czywiesz2000;na ile związków operacyjnych podzielona jest druga największa marynarka wojenna świata?;32/d3/07/ae/ac/f7/68/74/55/7d/7c/41/73/26/2e/b1/wikiMarynarka#Wojenna#Chi_324_skiej#Armii#Ludowo_45_Wyzwole_324_czej/wikiMarynarka#Wojenna#Chi_324_skiej#Armii#Ludowo_45_Wyzwole_324_czej.xml;wikiMarynarka#Wojenna#Chi_324_skiej#Armii#Ludowo_45_Wyzwole_324_czej
czywiesz1002;w jakim celu we Francji wprowadzono prawo Toubona?;5b/ee/18/16/97/f6/21/7f/00/32/7c/16/7d/ea/1f/ff/wikiPrawo#Toubona/wikiPrawo#Toubona.xml;wikiPrawo#Toubona
czywiesz4324;co nazywamy cieśnią gardzieli?;ec/4f/25/0c/c4/a3/36/27/91/a5/e5/69/7a/de/26/d7/wikiCie_347__324_#gardzieli/wikiCie_347__324_#gardzieli.xml;wikiCie_347__324_#gardzieli
czywiesz1330;po której walce wprowadzono do zawodowego pięściarstwa bezwzględny wymóg stosowania tzw. zasady neutralnego narożnika?;a5/90/09/43/cb/41/fa/04/91/47/ba/7e/ab/fd/1a/f6/wikiWalka#Jacka#Dempseya#z#Luisem#_193_ngelem#Firpo/wikiWalka#Jacka#Dempseya#z#Luisem#_193_ngelem#Firpo.xml;wikiWalka#Jacka#Dempseya#z#Luisem#_193_ngelem#Firpo
czywiesz2046;kto dowodził Siuksami podczas powstania Dakotów w 1862 roku?;83/6e/8a/20/5e/df/5c/10/0f/ea/8c/5f/12/58/11/b1/wikiPowstanie#Dakot_243_w#_40_1862_41_/wikiPowstanie#Dakot_243_w#_40_1862_41_.xml;wikiPowstanie#Dakot_243_w#_40_1862_41_
czywiesz1426;jakie zwierzę z Kaukazu ma duże, łyse stopy?;1f/11/65/a4/e2/3e/ad/85/9b/b9/87/6f/ce/8f/9f/52/wikiAllactaga#williamsi/wikiAllactaga#williamsi.xml;wikiAllactaga#williamsi
czywiesz164;co ma wspólnego z kinematografią Sputnik nad Polską?;e5/79/e8/4d/0c/75/56/d8/90/4e/b1/87/b0/94/31/da/wikiSputnik#nad#Polsk_261_/wikiSputnik#nad#Polsk_261_.xml;wikiSputnik#nad#Polsk_261_
czywiesz1519;skąd przybyła do Polski bawełnica korówka?;35/41/37/92/08/84/df/37/11/20/45/22/26/90/64/61/wikiBawe_322_nica#kor_243_wka/wikiBawe_322_nica#kor_243_wka.xml;wikiBawe_322_nica#kor_243_wka
czywiesz2467;do jakiej wysokości n.p.m. można spotkać Radix ampla?;8e/0f/55/fd/38/26/78/f4/c6/4a/13/f4/a2/b1/b9/6c/wikiRadix#ampla/wikiRadix#ampla.xml;wikiRadix#ampla
czywiesz3761;jak przebiegała kariera sportowa Witolda Sikorskiego?;22/3b/62/f2/4f/29/cd/db/61/a4/4f/ab/55/76/1b/e3/wikiWitold#Sikorski/wikiWitold#Sikorski.xml;wikiWitold#Sikorski
czywiesz2785;co w latach 1836–1901 mieściło się w budynkach – zlikwidowanego w ramach represji po powstaniu listopadowym – Liceum Krzemienieckiego?;f6/a9/c1/8f/92/fb/9e/ae/d5/10/ba/90/20/c7/75/1c/wikiPrawos_322_awne#seminarium#duchowne#w#Krzemie_324_cu/wikiPrawos_322_awne#seminarium#duchowne#w#Krzemie_324_cu.xml;wikiPrawos_322_awne#seminarium#duchowne#w#Krzemie_324_cu
czywiesz292;kto we Włoszech może zostać senatorem dożywotnim?;ee/c9/39/f2/f9/f5/ea/ba/14/5c/ce/47/1f/ca/ee/4f/wikiSenatorowie#do_380_ywotni#we#W_322_oszech/wikiSenatorowie#do_380_ywotni#we#W_322_oszech.xml;wikiSenatorowie#do_380_ywotni#we#W_322_oszech
czywiesz1375;dlaczego istnieje obowiązek nauki języka szwedzkiego w Finlandii?;5e/d5/24/f3/66/b0/1b/ba/5d/03/43/80/75/8a/f5/d8/wikiObowi_261_zek#nauki#j_281_zyka#szwedzkiego#w#Finlandii/wikiObowi_261_zek#nauki#j_281_zyka#szwedzkiego#w#Finlandii.xml;wikiObowi_261_zek#nauki#j_281_zyka#szwedzkiego#w#Finlandii
czywiesz872;dlaczego Otto Gehlig nie mógł sygnować projektu gmachu Collegium Anatomicum w Łodzi?;90/67/32/55/a8/a2/a7/b5/fa/8e/85/84/6f/68/a6/81/wikiCollegium#Anatomicum#w#_321_odzi/wikiCollegium#Anatomicum#w#_321_odzi.xml;wikiCollegium#Anatomicum#w#_321_odzi
czywiesz3164;dlaczego brytyjski aktor i piosenkarz Clive Dunn pod koniec życia musiał zrezygnować ze swojej innej pasji, którą było malarstwo?;82/f0/91/06/71/d4/d7/4b/ba/67/a7/ae/b0/2b/76/c8/wikiClive#Dunn/wikiClive#Dunn.xml;wikiClive#Dunn
czywiesz3091;kto spośród ugrupowania Dziesięciu Amerykańskich Malarzy był wziętym muralistą w Ameryce na przełomie XIX i XX wieku?;4a/d0/1b/60/a3/01/e8/20/a5/9c/84/ea/e2/ac/27/9b/wikiEdward#Simmons/wikiEdward#Simmons.xml;wikiEdward#Simmons
czywiesz433;jak nazywa się japoński order, ustanowiony 4 stycznia 1888 roku przez cesarza Mutsuhito?;b2/d7/4d/ac/3c/df/0a/f2/e3/74/8b/a4/8f/2a/b3/f0/wikiOrder#_346_wi_281_tego#Skarbu/wikiOrder#_346_wi_281_tego#Skarbu.xml;wikiOrder#_346_wi_281_tego#Skarbu
czywiesz3144;w którym roku Walia zdobyła pierwszego Wielkiego Szlema w Pucharze Sześciu Narodów?;49/c3/92/b6/d6/53/8e/47/0e/f7/dc/2c/55/47/3d/1b/wikiPuchar#Sze_347_ciu#Narod_243_w#2005/wikiPuchar#Sze_347_ciu#Narod_243_w#2005.xml;wikiPuchar#Sze_347_ciu#Narod_243_w#2005
czywiesz568;"jak długo pełnił służbę ""Sully""?";58/20/fd/df/56/dd/fa/34/86/78/b2/a1/5b/42/9d/9d/wikiSully#_40_1901_41_/wikiSully#_40_1901_41_.xml;wikiSully#_40_1901_41_
czywiesz540;jakie były prawdziwe losy głównego bohatera filmu Fighter?;47/e6/4f/f6/21/eb/3c/9e/89/8c/03/f7/9b/d9/9f/48/wikiMicky#Ward/wikiMicky#Ward.xml;wikiMicky#Ward
czywiesz3870;dlaczego fotograf Hippolyte Bayard udawał topielca?;37/fb/a4/7a/3c/08/98/e5/05/b4/16/01/07/2b/75/9d/wikiHippolyte#Bayard/wikiHippolyte#Bayard.xml;wikiHippolyte#Bayard
czywiesz1510;który amerykański snajper był nazywany Białym Piórem?;81/14/ac/3c/bf/80/32/1f/6b/f3/ca/b6/ac/6c/27/55/wikiCarlos#Hathcock/wikiCarlos#Hathcock.xml;wikiCarlos#Hathcock
czywiesz3775;za co Iwanowi Tyszkiwiczowi ucięto dłoń?;7a/de/dc/58/67/5f/ea/83/0c/0a/06/0d/7f/3a/5b/c8/wikiIwan#Tyszkiewicz/wikiIwan#Tyszkiewicz.xml;wikiIwan#Tyszkiewicz
czywiesz3742;jakie konkurencje lekkoatletyczne uprawiali rodzice mistrza świata juniorów z 2010 roku w pchnięciu kulą, Nowozelandczyka Jacko Gilla?;4d/88/94/0b/64/49/37/25/03/e9/ef/36/31/9d/cb/a0/wikiJacko#Gill/wikiJacko#Gill.xml;wikiJacko#Gill
czywiesz4009;co może ci się przytrafić po ugryzieniu szczura?;91/10/cc/7c/30/f7/80/94/7e/5b/b2/9d/ce/1b/53/29/wikiGor_261_czka#od#ugryzienia#szczura/wikiGor_261_czka#od#ugryzienia#szczura.xml;wikiGor_261_czka#od#ugryzienia#szczura
czywiesz1045;w jaki sposób prześladowany węgierski kartograf, Jonas Nigrinus za sprawą parergi stał się sławnym folklorystą beskidzkim?;b1/a6/b2/6d/3e/01/15/fa/d8/51/02/98/bd/61/e7/36/wikiParerga/wikiParerga.xml;wikiParerga
czywiesz4375;które dzieła Williama Shakespeare'a są uznawane za zaginione?;cd/9c/67/c3/33/19/76/3c/28/35/b6/7e/1d/fc/2c/4c/wikiPrzegl_261_d#dzie_322_#Williama#Szekspira/wikiPrzegl_261_d#dzie_322_#Williama#Szekspira.xml;wikiPrzegl_261_d#dzie_322_#Williama#Szekspira
czywiesz381;który z członków załogi Międzynarodowej Stacji Kosmicznej nie ma nóg?;6c/1e/41/3c/a8/02/5d/47/8a/24/6b/61/91/53/8e/9c/wikiRobonaut/wikiRobonaut.xml;wikiRobonaut
czywiesz3904;kogo leczył Wojciech Lubiński?;74/26/35/aa/fa/a0/27/32/3e/af/0c/9d/b0/eb/05/a0/wikiWojciech#Lubi_324_ski/wikiWojciech#Lubi_324_ski.xml;wikiWojciech#Lubi_324_ski
czywiesz4;jak zakończyła się pierwsza bitwa morska wojny koreańskiej?;8b/a9/83/0f/bd/dd/cb/74/6d/d7/53/71/80/d3/52/75/wikiBitwa#pod#Pusanem/wikiBitwa#pod#Pusanem.xml;wikiBitwa#pod#Pusanem
czywiesz849;czyj gabinet zezwolił na wyjazd z Rumunii internowanemu tam w 1939 roku prezydentowi Ignacemu Mościckiemu?;2a/5f/1f/72/14/7d/6b/24/c3/3b/b2/ab/3f/d8/c8/a6/wikiGheorghe#T_259_t_259_rescu/wikiGheorghe#T_259_t_259_rescu.xml;wikiGheorghe#T_259_t_259_rescu
czywiesz3233;kto jest uważany za najważniejszego przedstawiciela holenderskiej muzyki współczesnej?;68/7d/10/a0/e5/15/81/ea/23/fb/f5/11/ec/7d/6a/53/wikiWillem#Pijper/wikiWillem#Pijper.xml;wikiWillem#Pijper
czywiesz747;który święty katolicki przedstawiany jest jako depczący kruka?;62/fd/85/fa/0c/61/28/42/a0/28/7d/5e/24/64/b3/94/wiki_346_wi_281_ty#Ekspedyt/wiki_346_wi_281_ty#Ekspedyt.xml;wiki_346_wi_281_ty#Ekspedyt
czywiesz767;ilu najemców jednocześnie mieszkało w Domu Mandaryna?;3c/72/db/c9/0f/b3/30/2a/56/c3/ea/89/e2/40/1f/86/wikiDom#Mandaryna/wikiDom#Mandaryna.xml;wikiDom#Mandaryna
czywiesz2498;jakie zagrożenia wiążą się z wykonywaniem zawodu muzyka?;c5/ad/56/ad/62/d3/31/d4/f1/aa/89/9a/a8/62/7f/be/wikiMuzyk/wikiMuzyk.xml;wikiMuzyk
czywiesz3401;jakie choroby genetyczne dziedziczą się autosomalnie dominująco?;9e/ba/95/52/f4/7d/37/61/51/36/86/fc/86/a7/a6/42/wikiDziedziczenie#autosomalne#dominuj_261_ce/wikiDziedziczenie#autosomalne#dominuj_261_ce.xml;wikiDziedziczenie#autosomalne#dominuj_261_ce
czywiesz4100;na których igrzyskach olimpijskich opiekunem Stanisławy Walasiewicz i Janusza Kusocińskiego był zamordowany później w Katyniu lekkoatleta Józef Baran-Bilewski?;1e/d6/32/5d/fe/8a/a3/98/ac/5c/d2/3b/45/b9/43/9a/wikiJ_243_zef#Baran_45_Bilewski/wikiJ_243_zef#Baran_45_Bilewski.xml;wikiJ_243_zef#Baran_45_Bilewski
czywiesz3076;który włoski komik i bloger stanął na czele nowego ruchu politycznego?;08/0a/72/32/3b/3c/d1/4a/c9/04/b2/64/47/d3/86/1e/wikiBeppe#Grillo/wikiBeppe#Grillo.xml;wikiBeppe#Grillo
czywiesz2141;czym różni się system montażu samochodów CKD od systemu SKD?;83/1a/d3/7d/15/79/99/44/57/f0/5e/29/ff/cf/31/59/wikiSystemy#monta_380_u#samochod_243_w/wikiSystemy#monta_380_u#samochod_243_w.xml;wikiSystemy#monta_380_u#samochod_243_w
czywiesz1879;co zainspirowało narodziny filmu więziennego?;75/e0/5e/20/e9/10/ac/f5/49/4f/e2/05/cd/e5/1d/24/wikiFilm#wi_281_zienny/wikiFilm#wi_281_zienny.xml;wikiFilm#wi_281_zienny
czywiesz2882;co było ulubionym motywem w twórczości malarskiej Mary Agnes Yerkes?;02/2f/61/bc/07/d7/23/6f/52/44/b0/3f/01/00/e4/d2/wikiMary#Agnes#Yerkes/wikiMary#Agnes#Yerkes.xml;wikiMary#Agnes#Yerkes
czywiesz4271;ile lat miała wdowa przedstawiona przez Hansa Holbeina na obrazie Portret Krystyny Duńskiej?;57/8c/64/e6/e1/88/b7/e0/44/c7/c1/4b/42/ec/43/66/wikiPortret#Krystyny#Du_324_skiej/wikiPortret#Krystyny#Du_324_skiej.xml;wikiPortret#Krystyny#Du_324_skiej
czywiesz4232;jakie wyróżnia się fazy ząbkowania?;a0/8f/f9/bd/ed/e9/ee/2e/91/b5/ac/cf/cf/bc/1f/61/wikiZ_261_bkowanie#_40_medycyna_41_/wikiZ_261_bkowanie#_40_medycyna_41_.xml;wikiZ_261_bkowanie#_40_medycyna_41_
czywiesz1321;jaka Deklaracja dedykowana była Marii Antoninie?;a6/5a/7f/00/f0/85/09/e7/7d/92/b0/5a/03/ab/a2/4a/wikiDeklaracja#Praw#Kobiety#i#Obywatelki/wikiDeklaracja#Praw#Kobiety#i#Obywatelki.xml;wikiDeklaracja#Praw#Kobiety#i#Obywatelki
czywiesz2935;co opisywał dokument z butelki znalezionej w lipcu 2009 roku w wieży kościoła św. Wawrzyńca w Bobrownikach?;cd/75/5d/f5/d0/38/22/7d/14/51/00/2d/d7/3c/fd/56/wikiKo_347_ci_243__322_#_347_w_46_#Wawrzy_324_ca#w#Bobrownikach/wikiKo_347_ci_243__322_#_347_w_46_#Wawrzy_324_ca#w#Bobrownikach.xml;wikiKo_347_ci_243__322_#_347_w_46_#Wawrzy_324_ca#w#Bobrownikach
czywiesz1648;pod iloma nazwami ukrywa się przytulik Wautiera?;af/29/d9/41/e6/f0/17/55/49/ba/53/3e/ba/9e/c7/f4/wikiFerrissia#fragilis/wikiFerrissia#fragilis.xml;wikiFerrissia#fragilis
czywiesz2001;w których obrazach Vincent van Gogh porzucił swobodny nastrój, charakterystyczny dla impresjonizmu?;43/5c/3c/47/58/9b/26/be/da/1a/fe/96/d7/f8/32/b2/wikiDwa#_347_ci_281_te#s_322_oneczniki/wikiDwa#_347_ci_281_te#s_322_oneczniki.xml;wikiDwa#_347_ci_281_te#s_322_oneczniki
czywiesz3784;ile osób zmieści się w największej szanghajskiej świątyni katolickiej?;50/af/5a/51/34/31/73/34/e2/86/4b/5f/53/63/ab/63/wikiKatedra#_347_w_46_#Ignacego#w#Szanghaju/wikiKatedra#_347_w_46_#Ignacego#w#Szanghaju.xml;wikiKatedra#_347_w_46_#Ignacego#w#Szanghaju
czywiesz725;podczas której operacji alianckiego lądowania w Normandii po raz pierwszy do rejonu walk dostarczono czołgi drogą powietrzną?;56/cd/43/fa/61/3e/74/8e/43/ab/41/17/88/9b/50/97/wikiOperacja#Mallard/wikiOperacja#Mallard.xml;wikiOperacja#Mallard
czywiesz1259;jakim wydarzeniom w 1920 roku poświęcony był kalendarzyk ekspresjonistyczny?;1e/f2/02/a3/30/01/e6/2a/7a/e3/75/02/9c/a5/eb/b7/wikiKalendarzyk#ekspresjonistyczny/wikiKalendarzyk#ekspresjonistyczny.xml;wikiKalendarzyk#ekspresjonistyczny
czywiesz3750;jakie zasługi dla protetyki stomatologicznej położył amerykański malarz Charles Willson Peale?;39/1c/46/fe/a2/d4/f1/48/4c/07/d8/e0/e0/65/aa/5c/wikiCharles#Willson#Peale/wikiCharles#Willson#Peale.xml;wikiCharles#Willson#Peale
czywiesz3973;kiedy zlikwidowano British Rail, brytyjskie państwowe przedsiębiorstwo kolejowe?;0b/b1/51/ba/23/a3/2b/d9/7c/37/e0/56/4c/6b/89/05/wikiBritish#Rail/wikiBritish#Rail.xml;wikiBritish#Rail
czywiesz3426;jak Babilończycy radzili sobie z demonami?;1e/24/ed/2a/14/da/a2/76/62/d2/fe/48/32/04/27/e1/wikiMagia#babilo_324_ska/wikiMagia#babilo_324_ska.xml;wikiMagia#babilo_324_ska
czywiesz469;z kim współpracuje Zespół Szkół Ogólnokształcących nr 2 w Raciborzu?;f0/71/ee/a2/d6/05/93/cf/1f/0a/fa/42/28/75/57/49/wikiZesp_243__322_#Szk_243__322_#Og_243_lnokszta_322_c_261_cych#nr#2#w#Raciborzu/wikiZesp_243__322_#Szk_243__322_#Og_243_lnokszta_322_c_261_cych#nr#2#w#Raciborzu.xml;wikiZesp_243__322_#Szk_243__322_#Og_243_lnokszta_322_c_261_cych#nr#2#w#Raciborzu
czywiesz3390;w jakim sporcie reprezentuje USA najlepszy strzelec piłkarskiej reprezentacji Guamu?;d6/3a/bd/5a/90/c8/f2/c5/de/be/62/f8/cd/d2/a5/e3/wikiZachary#Pangelinan/wikiZachary#Pangelinan.xml;wikiZachary#Pangelinan
czywiesz3012;która polska poetka i dziennikarka wchodzi w skład grupy literackiej „Magnus Ducatus Poesis – Wielkie Księstwo Poetów”?;73/92/c5/10/6d/82/63/20/a7/fb/31/fb/7e/46/00/2a/wikiBarbara#Gruszka_45_Zych/wikiBarbara#Gruszka_45_Zych.xml;wikiBarbara#Gruszka_45_Zych
czywiesz2309;jaki styl muzyczny reprezentuje polski zespół Braty z Rakemna?;69/ff/fc/a5/9c/50/e5/37/56/54/c3/73/9a/09/5b/a5/wikiBraty#z#Rakemna/wikiBraty#z#Rakemna.xml;wikiBraty#z#Rakemna
czywiesz958;z czyjej inicjatywy wzniesiono wieżę widokową na Wielkiej Sowie?;ea/6a/80/8d/0a/07/9d/e8/0c/66/7b/6a/bb/f7/05/9b/wikiWie_380_a#widokowa#na#Wielkiej#Sowie/wikiWie_380_a#widokowa#na#Wielkiej#Sowie.xml;wikiWie_380_a#widokowa#na#Wielkiej#Sowie
czywiesz1399;gdzie występują daktyle morskie?;01/82/cd/e1/f1/d3/13/7f/b4/02/40/e0/0a/86/fc/f7/wikiSka_322_otoczowate/wikiSka_322_otoczowate.xml;wikiSka_322_otoczowate
czywiesz4284;gdzie znajduje się Dupa Słonia?;26/c7/53/6b/92/e0/3e/d9/b3/79/d4/aa/0e/a3/40/47/wikiDupa#S_322_onia/wikiDupa#S_322_onia.xml;wikiDupa#S_322_onia
czywiesz1296;dlaczego Poranna Chwała blaknie?;a3/dc/c2/e2/c4/e4/a7/10/fd/07/75/15/bd/73/5e/f3/wikiMorning#Glory#Pool/wikiMorning#Glory#Pool.xml;wikiMorning#Glory#Pool
czywiesz1513;podczas których Igrzysk Olimpijskich Turcja zdobyła najwięcej złotych medali?;d6/41/19/27/0c/7b/b4/41/04/15/6e/99/63/15/ba/36/wikiTurcja#na#Letnich#Igrzyskach#Olimpijskich#1960/wikiTurcja#na#Letnich#Igrzyskach#Olimpijskich#1960.xml;wikiTurcja#na#Letnich#Igrzyskach#Olimpijskich#1960
